,index,Object,X1,Y1,X2,Y2,MidX,MidY,Z1,Z2,,,,,
5525,26,29,867618.6331,1445271.087,867655.0053,1445334.724,867636.8242,1445302.914,-8320.000977,-8234.668945,73.29788587,36.65903861,36.63884726,0.020191357,MID5525
5526,27,29,867630.0375,1445263.941,867667.5623,1445327.799,867648.803,1445295.875,-8320.000977,-8272.387695,74.06749839,37.03996672,37.02753166,0.012435062,MID5526
5527,28,29,867641.6681,1445256.543,867679.8949,1445320.998,867660.7819,1445288.771,-8358.964844,-8272.387695,74.93833407,37.46987569,37.46845838,0.001417319,MID5527
5528,29,29,867653.4273,1445249.063,867692.0929,1445314.271,867672.7607,1445281.668,-8358.964844,-8272.387695,75.80971261,37.9060717,37.90364091,0.002430781,MID5528
5529,30,29,867665.178,1445241.588,867704.3029,1445307.537,867684.7396,1445274.561,-8358.964844,-8272.387695,76.68120898,38.33881942,38.34238955,-0.003570132,MID5529
5530,31,29,867676.941,1445234.106,867716.4973,1445300.812,867696.7184,1445267.458,-8358.964844,-8272.387695,77.55260041,38.77476926,38.77783115,-0.003061897,MID5530
5531,32,29,867688.7009,1445226.626,867728.6932,1445294.086,867708.6972,1445260.357,-8358.964844,-8302.708984,78.42392924,39.21234929,39.21157996,0.000769331,MID5531
5532,33,29,867700.4557,1445219.149,867740.8948,1445287.358,867720.6761,1445253.255,-8404.216797,-8302.708984,79.29527545,39.64924928,39.64602617,0.003223107,MID5532
5533,34,29,867712.2045,1445211.676,867753.1066,1445280.623,867732.6549,1445246.148,-8404.216797,-8302.708984,80.16676252,40.08216113,40.08460139,-0.002440257,MID5533
5534,35,29,867723.9664,1445204.194,867765.3026,1445273.897,867744.6337,1445239.044,-8404.216797,-8359.634766,81.03816943,40.51766017,40.52050926,-0.002849085,MID5534
5535,36,29,867735.7296,1445196.712,867777.4938,1445267.174,867756.6126,1445231.944,-8427.391602,-8359.634766,81.90945935,40.95644163,40.95301771,0.003423919,MID5535
5536,37,29,867746.1134,1445188.791,867790.9388,1445259.759,867768.5914,1445224.378,-8427.391602,-8359.634766,83.93976956,42.09214488,41.84762468,0.244520204,MID5536
5537,38,29,867756.073,1445180.294,867804.9917,1445252.009,867780.5703,1445216.207,-8427.391602,-8359.634766,86.81095315,43.47270982,43.33824333,0.13446649,MID5537
5538,39,29,867764.8098,1445172.604,867820.3179,1445240.162,867792.5491,1445206.365,-8427.391602,-8398.516602,87.43691709,43.69521541,43.74170167,-0.046486259,MID5538
5539,40,29,867775.2465,1445163.251,867833.8033,1445227.707,867804.5279,1445195.482,-8427.391602,-8398.516602,87.08310157,43.54600461,43.53709696,0.008907654,MID5539
5540,41,29,867786.1207,1445152.658,867846.8872,1445214.918,867816.5068,1445183.791,-8456.904297,-8398.516602,86.99938973,43.50376224,43.49562749,0.008134754,MID5540
5541,42,29,867796.4572,1445141.809,867860.5315,1445198.9,867828.4856,1445170.347,-8456.904297,-8398.516602,85.81837987,42.89745761,42.92092226,-0.023464654,MID5541
5542,44,29,867805.6311,1445132.181,867897.2785,1445153.526,867852.4433,1445143.084,-8456.904297,-8425.493164,94.10032906,48.06509354,46.03523552,2.029858016,MID5542
5543,45,29,867833.8386,1445102.576,867895.0073,1445156.331,867864.4221,1445129.453,-8489.552734,-8425.493164,81.43177559,40.71480347,40.71697212,-0.002168647,MID5543
5544,46,29,867846.3676,1445089.427,867906.4344,1445142.221,867876.401,1445115.824,-8489.552734,-8425.493164,79.97038538,39.98512746,39.98525792,-0.000130454,MID5544
5545,47,29,867858.8926,1445076.281,867917.8687,1445128.103,867888.3798,1445102.191,-8489.552734,-8450.768555,78.50876746,39.25319875,39.25556872,-0.002369968,MID5545
5546,48,29,867871.4224,1445063.131,867929.2969,1445113.992,867900.3586,1445088.561,-8489.552734,-8450.768555,77.04726964,38.52231072,38.52495892,-0.002648203,MID5546
5547,49,29,867883.7718,1445049.871,867940.9007,1445099.88,867912.3375,1445074.876,-8517.261719,-8450.768555,75.92521211,37.96421741,37.9609947,0.003222716,MID5547
5548,50,29,867895.8006,1445036.24,867952.8347,1445086.122,867924.3163,1445061.18,-8517.261719,-8450.768555,75.76978693,37.88315203,37.8866349,-0.00348287,MID5548
5549,51,29,867907.7715,1445022.484,867964.8179,1445072.608,867936.2951,1445047.547,-8517.261719,-8473.364258,75.93887909,37.97004375,37.96883535,0.001208401,MID5549
5550,52,29,867919.4617,1445008.708,867977.0707,1445058.842,867948.274,1445033.782,-8517.261719,-8473.364258,76.36866076,38.19469029,38.17397047,0.020719812,MID5550
5551,53,29,867930.8444,1444994.621,867989.6593,1445044.934,867960.2528,1445019.779,-8536.756836,-8473.364258,77.39867896,38.70060595,38.69807301,0.002532938,MID5551
5552,54,29,867942.4294,1444980.284,868002.0361,1445031.261,867972.2317,1445005.772,-8536.756836,-8473.364258,78.43161338,39.21440531,39.21720807,-0.00280276,MID5552
5553,55,29,867954.0207,1444965.94,868014.3982,1445017.603,867984.2105,1444991.772,-8536.756836,-8493.947266,79.46421917,39.73349433,39.73072484,0.002769489,MID5553
5554,56,29,867965.6027,1444951.606,868026.7767,1445003.928,867996.1893,1444977.767,-8536.756836,-8493.947266,80.49709536,40.24803377,40.24906158,-0.001027807,MID5554
5555,57,29,867977.1909,1444937.265,868039.1473,1444990.261,868008.1682,1444963.762,-8550.367188,-8493.947266,81.52991556,40.76370513,40.76621043,-0.0025053,MID5555
5556,58,29,867988.7785,1444922.925,868051.5173,1444976.595,868020.147,1444949.759,-8550.367188,-8493.947266,82.56268315,41.28015394,41.28252922,-0.002375278,MID5556
5557,59,29,868000.365,1444908.586,868063.8882,1444962.928,868032.1258,1444935.757,-8571.282227,-8511.307617,83.59543939,41.7967328,41.79870658,-0.001973779,MID5557
5558,60,29,868011.9671,1444894.228,868076.2408,1444949.346,868044.1047,1444921.788,-8571.282227,-8511.307617,84.67033104,42.33615942,42.33417162,0.001987803,MID5558
5559,61,29,868023.7741,1444879.617,868088.4001,1444936.97,868056.0835,1444908.29,-8571.282227,-8511.307617,86.40546548,43.19794506,43.20752042,-0.009575366,MID5559
5560,62,29,868033.6678,1444867.373,868107.9447,1444917.081,868068.0624,1444890.391,-8571.282227,-8525.956055,89.37562666,41.38613671,47.98948995,-6.603353238,MID5560
5561,63,29,868055.0028,1444845.061,868105.2246,1444919.848,868080.0412,1444882.346,-8588.655273,-8525.956055,90.08448987,44.91213186,45.17235801,-0.26022615,MID5561
5562,64,29,868061.2947,1444839.125,868122.7428,1444902.241,868092.02,1444870.684,-8588.655273,-8525.956055,88.08780015,44.04580055,44.0419996,0.003800956,MID5562
5563,65,29,868073.5289,1444827.627,868134.4631,1444890.526,868103.9989,1444859.079,-8588.655273,-8525.956055,87.57370444,43.79096583,43.78273861,0.008227225,MID5563
5564,66,29,868086.0001,1444816.238,868145.948,1444879.046,868115.9777,1444847.646,-8588.655273,-8525.956055,86.82456225,43.41756385,43.4069984,0.010565444,MID5564
5565,67,29,868098.4436,1444805.11,868157.4714,1444867.527,868127.9565,1444836.318,-8602.719727,-8539.115234,85.90839058,42.95282913,42.95556145,-0.002732317,MID5565
5566,68,29,868110.7389,1444794.114,868169.1339,1444855.87,868139.9354,1444824.991,-8602.719727,-8539.115234,84.9932278,42.4951548,42.49807301,-0.002918213,MID5566
5567,69,29,868123.0356,1444783.116,868180.7911,1444844.218,868151.9142,1444813.668,-8602.719727,-8539.115234,84.07822148,42.04037891,42.03784257,0.002536333,MID5567
5568,70,29,868135.3198,1444772.13,868192.4681,1444832.546,868163.8931,1444802.337,-8602.719727,-8539.115234,83.16290391,41.58016737,41.58273654,-0.002569176,MID5568
5569,71,29,868147.6186,1444761.131,868204.1273,1444820.892,868175.8719,1444791.01,-8613.722656,-8551.025391,82.24773994,41.12236216,41.12537778,-0.003015625,MID5569
5570,72,29,868160.0274,1444750.139,868215.6706,1444809.373,868187.8507,1444779.758,-8613.722656,-8551.025391,81.27000363,40.63753186,40.63247178,0.005060079,MID5570
5571,73,29,868172.4207,1444739.211,868227.237,1444797.941,868199.8296,1444768.577,-8613.722656,-8551.025391,80.33663545,40.16937146,40.16726398,0.002107478,MID5571
5572,74,29,868184.7576,1444728.361,868238.8533,1444786.492,868211.8084,1444757.43,-8613.722656,-8551.025391,79.40767375,39.70814044,39.69953331,0.00860713,MID5572
5573,75,29,868197.3367,1444717.562,868250.2261,1444775.363,868223.7872,1444746.469,-8613.722656,-8551.025391,78.34715928,39.18225637,39.16490291,0.017353463,MID5573
5574,76,29,868209.9578,1444706.938,868261.57,1444764.521,868235.7661,1444735.732,-8620.256836,-8558.726563,77.32765865,38.66717364,38.660485,0.006688643,MID5574
5575,77,29,868222.3345,1444696.52,868273.1559,1444753.621,868247.7449,1444725.07,-8620.256836,-8558.726563,76.44162111,38.22041623,38.22120488,-0.000788652,MID5575
5576,78,29,868234.6086,1444686.189,868284.8385,1444742.631,868259.7238,1444714.41,-8614.050781,-8558.726563,75.55609665,37.77839569,37.77770095,0.000694739,MID5576
5577,79,29,868246.8804,1444675.859,868296.5243,1444731.637,868271.7026,1444703.748,-8614.050781,-8558.726563,74.67053322,37.33567004,37.33486318,0.00080686,MID5577
5578,80,29,868259.1527,1444665.529,868308.2106,1444720.643,868283.6814,1444693.086,-8614.050781,-8563.358398,73.78493051,36.89212142,36.89280909,-0.000687675,MID5578
5579,81,29,868271.4282,1444655.197,868319.8918,1444709.654,868295.6603,1444682.425,-8614.050781,-8563.358398,72.89940667,36.45006615,36.44934052,0.000725632,MID5579
5580,82,29,868283.6992,1444644.868,868331.5794,1444698.659,868307.6391,1444671.763,-8601.65332,-8563.358398,72.01380555,36.00659978,36.00720577,-0.000605991,MID5580
5581,83,29,868295.9745,1444634.535,868343.2608,1444687.669,868319.6179,1444661.102,-8601.65332,-8563.358398,71.12828004,35.56451644,35.5637636,0.000752842,MID5581
5582,84,29,868308.1602,1444624.184,868355.033,1444676.594,868331.5968,1444650.389,-8601.65332,-8563.358398,70.3130026,35.15676969,35.15623291,0.000536782,MID5582
5583,85,29,868320.2723,1444613.76,868366.8787,1444665.394,868343.5756,1444639.577,-8601.65332,-8568.640625,69.55768136,34.7790494,34.77863195,0.000417447,MID5583
5584,86,29,868332.4744,1444603.243,868378.6327,1444654.213,868355.5545,1444628.729,-8601.65332,-8568.640625,68.76396397,34.38332633,34.38063764,0.002688693,MID5584
5585,87,29,868344.701,1444592.687,868390.3675,1444643.049,868367.5333,1444617.867,-8597.841797,-8568.640625,67.98409376,33.99066664,33.99342712,-0.002760475,MID5585
5586,88,29,868356.8875,1444582.094,868402.1355,1444631.852,868379.5121,1444606.974,-8597.841797,-8568.640625,67.25465969,33.62826058,33.6263991,0.00186148,MID5586
5587,89,29,868369.1076,1444571.473,868413.8738,1444620.678,868391.491,1444596.076,-8597.841797,-8574.830078,66.52144728,33.26112268,33.2603246,0.000798086,MID5587
5588,90,29,868381.333,1444560.847,868425.608,1444609.507,868403.4698,1444585.176,-8597.841797,-8574.830078,65.78820509,32.89307181,32.89513329,-0.002061479,MID5588
5589,91,29,868393.5611,1444550.218,868437.3371,1444598.341,868415.4486,1444574.279,-8607.711914,-8574.830078,65.0550412,32.52684985,32.52819135,-0.001341507,MID5589
5590,92,29,868405.7874,1444539.592,868449.0661,1444587.176,868427.4275,1444563.385,-8607.711914,-8574.830078,64.32193254,32.16201011,32.15992244,0.002087669,MID5590
5591,93,29,868418.0102,1444528.968,868460.801,1444576.005,868439.4063,1444552.487,-8607.711914,-8575.831055,63.58874696,31.79542493,31.79332203,0.002102894,MID5591
5592,94,29,868430.2342,1444518.343,868472.5376,1444564.832,868451.3852,1444541.587,-8607.711914,-8575.831055,62.85547494,31.42668471,31.42879023,-0.002105516,MID5592
5593,95,29,868442.4629,1444507.714,868484.2667,1444553.666,868463.364,1444530.689,-8613.134766,-8575.831055,62.12229173,31.05998361,31.06230812,-0.002324515,MID5593
5594,96,29,868455.1288,1444497.148,868495.4237,1444543.045,868475.3428,1444520.173,-8613.134766,-8575.831055,61.07557596,30.63872909,30.43684687,0.20188222,MID5594
5595,97,29,868470.4697,1444487.997,868504.1691,1444535.259,868487.3217,1444511.631,-8613.134766,-8575.831055,58.04615402,29.02699425,29.01915977,0.007834488,MID5595
5596,98,29,868485.0077,1444479.787,868514.2038,1444530.843,868499.3005,1444504.781,-8611.914063,-8575.831055,58.8136907,28.79191326,30.02177745,-1.22986419,MID5596
5597,99,29,868501.1863,1444472.024,868521.4236,1444529.204,868511.2793,1444500.542,-8611.914063,-8575.831055,60.65511842,30.25080372,30.40431471,-0.153510988,MID5597
5598,100,29,868515.8039,1444467.959,868530.7153,1444527.094,868523.2582,1444497.521,-8611.914063,-8573.345703,60.98643734,30.48740035,30.49903699,-0.011636632,MID5598
5599,101,29,868528.0111,1444464.81,868542.4638,1444524.427,868535.237,1444494.617,-8611.914063,-8573.345703,61.34405183,30.67030438,30.67374745,-0.003443062,MID5599
5600,102,29,868540.0855,1444461.696,868554.37,1444521.961,868547.2159,1444491.778,-8611.914063,-8569.552734,61.93488506,30.91571702,31.01916804,-0.103451026,MID5600
5601,103,29,868552.9015,1444458.39,868565.4879,1444520.295,868559.1947,1444489.342,-8627.662109,-8569.552734,63.17162044,31.58585539,31.58576506,9.03308E-05,MID5601
5602,104,29,868564.9348,1444455.286,868577.4145,1444518.694,868571.1735,1444486.985,-8627.662109,-8569.552734,64.62522426,32.30706328,32.31816098,-0.011097699,MID5602
5603,105,29,868576.8361,1444452.216,868589.4686,1444517.088,868583.1524,1444484.652,-8625.845703,-8569.552734,66.09076329,33.04552816,33.04523513,0.000293023,MID5603
5604,106,29,868588.6733,1444449.162,868601.5886,1444515.473,868595.1312,1444482.319,-8625.845703,-8569.552734,67.55642511,33.7796205,33.77680462,0.002815877,MID5604
5605,107,29,868600.51,1444446.109,868613.7093,1444513.857,868607.11,1444479.985,-8625.845703,-8569.552734,69.02210334,34.51297577,34.50912758,0.00384819,MID5605
5606,108,29,868612.3468,1444443.056,868625.8302,1444512.242,868619.0889,1444477.651,-8625.845703,-8567.416016,70.48779744,35.24567142,35.24212603,0.003545389,MID5606
5607,109,29,868624.1769,1444440.004,868637.9594,1444510.625,868631.0677,1444475.313,-8625.845703,-8567.416016,71.95356988,35.97471781,35.97885206,-0.004134252,MID5607
5608,110,29,868636.027,1444436.947,868650.0664,1444509.012,868643.0466,1444472.979,-8618.455078,-8567.416016,73.41924282,36.70903294,36.71020988,-0.001176948,MID5608
5609,111,29,868647.8668,1444433.893,868662.1838,1444507.397,868655.0254,1444470.646,-8618.455078,-8567.416016,74.88490798,37.44316397,37.44174401,0.001419963,MID5609
5610,112,29,868659.7051,1444430.84,868674.3027,1444505.782,868667.0042,1444468.313,-8618.455078,-8567.416016,76.35057447,38.17713365,38.17344082,0.003692833,MID5610
5611,113,29,868671.5367,1444427.788,868686.4294,1444504.166,868678.9831,1444465.977,-8618.455078,-8565.072266,77.81629654,38.90831747,38.90797907,0.000338405,MID5611
5612,114,29,868683.3733,1444424.734,868698.5513,1444502.55,868690.9619,1444463.64,-8613.228516,-8565.072266,79.28203702,39.63904931,39.64298771,-0.003938396,MID5612
5613,115,29,868697.7511,1444422.75,868708.1242,1444501.321,868702.9407,1444462.059,-8613.228516,-8565.072266,79.25359012,39.65034667,39.60324345,0.047103225,MID5613
5614,116,29,868712.0676,1444422.265,868717.7715,1444500.095,868714.9196,1444461.181,-8613.228516,-8565.072266,78.03840407,39.01991364,39.01849043,0.001423207,MID5614
5615,117,29,868724.1055,1444422.024,868729.6913,1444498.59,868726.8984,1444460.307,-8613.228516,-8564.40918,76.76994449,38.38495042,38.38499407,-4.36457E-05,MID5615
5616,118,29,868736.1904,1444421.811,868741.564,1444497.092,868738.8773,1444459.452,-8610.738281,-8564.40918,75.47162708,37.7363578,37.73526929,0.001088513,MID5616
5617,119,29,868748.4275,1444421.681,868753.2837,1444495.634,868750.8561,1444458.665,-8610.738281,-8564.40918,74.11208264,37.06432202,37.04776062,0.016561402,MID5617
5618,120,29,868760.634,1444421.681,868765.0357,1444494.194,868762.8349,1444457.938,-8610.738281,-8564.40918,72.64628571,36.32426082,36.32202489,0.002235928,MID5618
5619,121,29,868772.6668,1444421.681,868776.9608,1444492.749,868774.8138,1444457.215,-8610.738281,-8566.693359,71.19759603,35.5985564,35.59903962,-0.000483219,MID5619
5620,122,29,868784.6936,1444421.681,868788.8916,1444491.303,868786.7926,1444456.492,-8608.395508,-8566.693359,69.74892143,34.87470954,34.87421189,0.000497652,MID5620
5621,123,29,868796.7136,1444421.681,868800.8292,1444489.857,868798.7715,1444455.769,-8608.395508,-8566.693359,68.30024045,34.15041907,34.14982138,0.000597686,MID5621
5622,124,29,868808.7346,1444421.681,868812.7661,1444488.411,868810.7503,1444455.045,-8608.395508,-8566.693359,66.85155549,33.4254936,33.42606189,-0.000568284,MID5622
5623,125,29,868820.7607,1444421.681,868824.6976,1444486.965,868822.7291,1444454.323,-8608.395508,-8566.693359,65.40288015,32.70158988,32.70129028,0.000299603,MID5623
5624,126,29,868832.7818,1444421.681,868836.6341,1444485.519,868834.708,1444453.6,-8603.973633,-8571.326172,63.95420111,31.97749099,31.97671012,0.000780868,MID5624
5625,127,29,868844.8017,1444421.681,868848.5719,1444484.072,868846.6868,1444452.876,-8603.973633,-8571.326172,62.50551501,31.25246364,31.25305138,-0.00058774,MID5625
5626,128,29,868856.8263,1444421.681,868860.505,1444482.627,868858.6656,1444452.153,-8603.973633,-8571.326172,61.05683468,30.52798253,30.52885214,-0.00086961,MID5626
5627,129,29,868868.8504,1444421.681,868872.4385,1444481.181,868870.6445,1444451.431,-8603.973633,-8571.326172,59.60815931,29.80418661,29.8039727,0.000213908,MID5627
5628,130,29,868880.8774,1444421.683,868884.369,1444479.735,868882.6233,1444450.71,-8597.042969,-8569.754883,58.15721562,29.0798375,29.07737812,0.002459377,MID5628
5629,131,29,868892.9205,1444421.705,868896.2838,1444478.292,868894.6022,1444449.998,-8597.042969,-8569.754883,56.68655783,28.34328369,28.34327414,9.54678E-06,MID5629
5630,132,29,868905.0277,1444421.791,868908.1344,1444476.856,868906.581,1444449.323,-8597.042969,-8569.754883,55.15206035,27.57487706,27.57718329,-0.002306232,MID5630
5631,133,29,868917.0521,1444421.888,868920.0677,1444475.41,868918.5598,1444448.648,-8597.042969,-8569.754883,53.60724044,26.80229202,26.80494842,-0.002656396,MID5631
5632,134,29,868929.0744,1444421.984,868932.0031,1444473.964,868930.5387,1444447.973,-8588.300781,-8561.036133,52.06242067,26.02984275,26.03257791,-0.002735161,MID5632
5633,135,29,868941.4111,1444422.118,868943.6222,1444472.744,868942.5175,1444447.45,-8588.300781,-8561.036133,50.67367413,25.35524807,25.31842607,0.036822,MID5633
5634,136,29,868954.0628,1444422.472,868954.9317,1444472.113,868954.4963,1444447.24,-8588.300781,-8561.036133,49.64884687,24.77149106,24.87735581,-0.105864743,MID5634
5635,137,29,868964.8618,1444473.123,868968.0886,1444422.896,868966.4752,1444448.009,-8561.036133,-8588.300781,50.33042389,25.16491579,25.1655081,-0.000592309,MID5635
5636,138,29,868976.772,1444474.333,868980.1363,1444423.261,868978.454,1444448.799,-8549.796875,-8577.289063,51.1830405,25.58978876,25.59325173,-0.003462969,MID5636
5637,139,29,868988.7228,1444475.547,868992.1431,1444423.624,868990.4329,1444449.588,-8549.796875,-8577.289063,52.03572347,26.0161448,26.01957867,-0.003433866,MID5637
5638,140,29,869000.6353,1444476.822,869004.1864,1444423.989,869002.4117,1444450.393,-8549.796875,-8577.289063,52.95171639,26.48848635,26.46323004,0.025256306,MID5638
5639,141,29,869012.3126,1444478.274,869016.4682,1444424.361,869014.3905,1444451.316,-8549.796875,-8577.289063,54.07236663,27.03743779,27.03492885,0.00250894,MID5639
5640,142,29,869024.1887,1444479.803,869028.55,1444424.727,869026.3694,1444452.265,-8549.796875,-8563.310547,55.24870258,27.62491533,27.62378725,0.00112808,MID5640
5641,143,29,869036.1139,1444481.341,869040.5824,1444425.092,869038.3482,1444453.216,-8543.560547,-8563.310547,56.42710691,28.21377105,28.21333586,0.000435186,MID5641
5642,144,29,869048.0461,1444482.88,869052.6079,1444425.456,869050.327,1444454.168,-8543.560547,-8563.310547,57.60551303,28.80296965,28.80254337,0.000426279,MID5642
5643,145,29,869059.9783,1444484.419,869064.6334,1444425.82,869062.3059,1444455.119,-8543.560547,-8563.310547,58.78391912,29.39216844,29.39175069,0.000417752,MID5643
5644,146,29,869071.9105,1444485.958,869076.6589,1444426.184,869074.2847,1444456.071,-8543.560547,-8553.225586,59.96232522,29.98136739,29.98095784,0.000409546,MID5644
5645,147,29,869083.8417,1444487.497,869088.6855,1444426.549,869086.2636,1444457.023,-8540.931641,-8553.225586,61.1407345,30.57011486,30.57061964,-0.000504776,MID5645
5646,148,29,869095.7756,1444489.036,869100.7092,1444426.913,869098.2424,1444457.974,-8540.931641,-8553.225586,62.31913838,31.15968044,31.15945794,0.000222498,MID5646
5647,149,29,869107.7073,1444490.575,869112.7351,1444427.277,869110.2212,1444458.926,-8540.931641,-8553.225586,63.49754353,31.74898089,31.74856264,0.000418253,MID5647
5648,150,29,869119.6389,1444492.114,869124.7613,1444427.641,869122.2001,1444459.878,-8540.931641,-8553.225586,64.67595054,32.33803063,32.33791991,0.000110717,MID5648
5649,151,29,869131.5837,1444493.655,869136.7883,1444427.814,869134.1789,1444460.825,-8537.110352,-8546.682617,66.04559376,32.93252071,33.11307305,-0.180552344,MID5649
5650,152,29,869144.7957,1444495.359,869147.5207,1444427.226,869146.1577,1444461.304,-8537.110352,-8546.682617,68.18670125,34.08225503,34.10444622,-0.022191198,MID5650
5651,153,29,869157.0219,1444426.202,869159.2472,1444495.51,869158.1366,1444460.919,-8546.682617,-8537.110352,69.34317459,34.73451988,34.60865471,0.125865169,MID5651
5652,154,29,869167.4973,1444424.929,869172.7331,1444495.115,869170.1154,1444460.025,-8546.682617,-8537.110352,70.38105659,35.19352834,35.18752825,0.006000096,MID5652
5653,155,29,869179.3308,1444423.489,869184.8578,1444494.703,869182.0943,1444459.096,-8544.518555,-8532.958008,71.42782415,35.71326012,35.71456402,-0.001303899,MID5653
5654,156,29,869190.1313,1444421.905,869198.0131,1444493.637,869194.0731,1444457.779,-8544.518555,-8532.958008,72.16375228,36.09024539,36.07350688,0.016738508,MID5654
5655,157,29,869199.8113,1444420.053,869212.2903,1444491.297,869206.0519,1444455.681,-8544.518555,-8532.958008,72.32811324,36.17041561,36.15769763,0.012717972,MID5655
5656,158,29,869210.3503,1444417.712,869225.7119,1444488.451,869218.0308,1444453.08,-8544.518555,-8527.71582,72.38742418,36.19197041,36.19545378,-0.00348337,MID5656
5657,159,29,869222.3289,1444415.052,869237.6896,1444485.911,869230.0096,1444450.483,-8544.518555,-8527.71582,72.50561158,36.25457896,36.25103262,0.003546348,MID5657
5658,160,29,869234.283,1444412.396,869249.6935,1444483.366,869241.9884,1444447.882,-8544.518555,-8527.71582,72.62380259,36.31278861,36.31101398,0.001774623,MID5658
5659,161,29,869246.2539,1444409.737,869261.6799,1444480.825,869253.9673,1444445.283,-8540.929688,-8527.71582,72.74199287,36.37272653,36.36926635,0.003460179,MID5659
5660,162,29,869258.2111,1444407.081,869273.6814,1444478.28,869265.9461,1444442.68,-8540.929688,-8527.71582,72.86019145,36.42928256,36.43090889,-0.001626323,MID5660
5661,163,29,869270.1894,1444404.421,869285.6601,1444475.74,869277.925,1444440.081,-8540.929688,-8522.160156,72.97837902,36.49018963,36.48818939,0.002000242,MID5661
5662,164,29,869282.1498,1444401.764,869297.6575,1444473.197,869289.9038,1444437.481,-8535.881836,-8522.160156,73.09657092,36.54896309,36.54760782,0.001355271,MID5662
5663,165,29,869294.1105,1444399.107,869309.6555,1444470.653,869301.8826,1444434.878,-8535.881836,-8524.59668,73.2147693,36.60564299,36.60912632,-0.00348333,MID5663
5664,166,29,869306.0869,1444396.447,869321.6363,1444468.112,869313.8615,1444432.279,-8535.881836,-8524.59668,73.33295783,36.66593034,36.6670275,-0.001097158,MID5664
5665,167,29,869318.0546,1444393.789,869333.6255,1444465.57,869325.8403,1444429.681,-8535.881836,-8524.59668,73.45114661,36.72677418,36.72437243,0.002401758,MID5665
5666,168,29,869330.0172,1444391.131,869345.6204,1444463.027,869337.8191,1444427.081,-8535.975586,-8524.59668,73.56933685,36.78637504,36.78296181,0.003413229,MID5666
5667,169,29,869341.9738,1444388.476,869357.6227,1444460.482,869349.798,1444424.478,-8535.975586,-8524.59668,73.68753726,36.84242928,36.84510798,-0.002678703,MID5667
5668,170,29,869353.957,1444385.814,869369.5959,1444457.944,869361.7768,1444421.88,-8535.975586,-8524.59668,73.805723,36.9045985,36.9011245,0.003473993,MID5668
5669,171,29,869365.9137,1444383.158,869381.597,1444455.399,869373.7557,1444419.28,-8535.975586,-8529.181641,73.9239135,36.96332604,36.96058746,0.002738571,MID5669
5670,172,29,869378.2405,1444380.42,869393.2288,1444453.208,869385.7345,1444416.813,-8541.436523,-8529.181641,74.31562466,37.15688891,37.15873575,-0.001846842,MID5670
5671,173,29,869391.7472,1444377.966,869403.6921,1444451.867,869397.7133,1444414.877,-8541.436523,-8529.181641,74.86049369,37.39046103,37.47003266,-0.079571639,MID5671
5672,174,29,869405.2531,1444376.014,869414.1313,1444450.901,869409.6922,1444413.457,-8541.436523,-8529.181641,75.41167744,37.70533461,37.70634283,-0.001008221,MID5672
5673,175,29,869417.2609,1444374.321,869426.0814,1444449.795,869421.671,1444412.057,-8541.436523,-8536.370117,75.98753446,37.99243335,37.99510111,-0.002667754,MID5673
5674,176,29,869429.2922,1444372.647,869438.004,1444448.692,869433.6498,1444410.685,-8548.601563,-8536.370117,76.54239477,38.2865003,38.25589446,0.03060584,MID5674
5675,177,29,869442.9189,1444371.686,869448.3389,1444447.988,869445.6287,1444409.834,-8548.601563,-8536.370117,76.49416817,38.24396612,38.25020205,-0.006235934,MID5675
5676,178,29,869456.1517,1444371.317,869459.0633,1444447.434,869457.6075,1444409.376,-8548.601563,-8536.370117,76.17241305,38.08663775,38.08577529,0.00086246,MID5676
5677,179,29,869468.2218,1444371.023,869470.951,1444446.868,869469.5864,1444408.945,-8548.601563,-8536.370117,75.89426697,37.94656242,37.94770455,-0.001142129,MID5677
5678,180,29,869480.2056,1444370.73,869482.9248,1444446.298,869481.5652,1444408.513,-8556.297852,-8539.943359,75.61631635,37.807585,37.80873134,-0.001146341,MID5678
5679,181,29,869492.1906,1444370.438,869494.8974,1444445.728,869493.544,1444408.083,-8556.297852,-8539.943359,75.33836608,37.66897908,37.66938701,-0.000407933,MID5679
5680,182,29,869504.1732,1444370.146,869506.8725,1444445.158,869505.5229,1444407.652,-8556.297852,-8539.943359,75.0604154,37.52999952,37.53041588,-0.000416359,MID5680
5681,183,29,869516.157,1444369.854,869518.8464,1444444.588,869517.5017,1444407.221,-8556.297852,-8539.943359,74.78246476,37.3910052,37.39145956,-0.000454364,MID5681
5682,184,29,869528.1399,1444369.562,869530.8213,1444444.018,869529.4805,1444406.789,-8556.297852,-8542.235352,74.50451388,37.25168789,37.252826,-0.001138108,MID5682
5683,185,29,869540.1284,1444369.269,869542.7904,1444443.448,869541.4594,1444406.359,-8556.297852,-8542.235352,74.22656455,37.11382427,37.11274028,0.001083987,MID5683
5684,186,29,869552.1059,1444368.977,869554.7705,1444442.878,869553.4382,1444405.928,-8572.723633,-8542.235352,73.94861304,36.97405189,36.97456115,-0.000509261,MID5684
5685,187,29,869564.0924,1444368.685,869566.7417,1444442.308,869565.4171,1444405.496,-8572.723633,-8542.235352,73.67066221,36.83502649,36.83563572,-0.000609234,MID5685
